utc_datetime,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,updated_at,price_increase
2023-07-04 09:49:00,1970-01-01 00:28:08.464140,30990.0,30993.11,30989.99,30993.11,7.82364,1970-01-01 00:28:08.464199999,242473.9748843,376,5.98101,185365.3630094,0,2023-07-04 11:37:44.037541,1
2023-07-04 09:48:00,1970-01-01 00:28:08.464080,30979.87,30990.0,30979.86,30990.0,6.3462,1970-01-01 00:28:08.464139999,196624.9785201,458,3.89154,120568.8473519,0,2023-07-04 11:37:44.037541,1
2023-07-04 09:47:00,1970-01-01 00:28:08.464020,30965.0,30979.87,30965.0,30979.86,15.09085,1970-01-01 00:28:08.464079999,467355.9535752,638,10.1303,313713.6769204,0,2023-07-04 11:37:44.037541,1
2023-07-04 09:46:00,1970-01-01 00:28:08.463960,30970.32,30970.33,30965.0,30965.01,6.25986,1970-01-01 00:28:08.464019999,193848.3795639,437,1.66982,51706.7934679,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:45:00,1970-01-01 00:28:08.463900,30977.63,30977.64,30970.32,30970.33,15.95159,1970-01-01 00:28:08.463959999,494090.2896267,432,6.72331,208250.954708,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:44:00,1970-01-01 00:28:08.463840,30981.99,30985.14,30970.57,30977.64,42.58915,1970-01-01 00:28:08.463899999,1319251.1759234,649,27.44942,850257.0430191,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:43:00,1970-01-01 00:28:08.463780,30972.33,30982.0,30972.32,30982.0,8.24297,1970-01-01 00:28:08.463839999,255317.3787732,388,7.10479,220064.9331379,0,2023-07-04 11:37:44.037541,1
2023-07-04 09:42:00,1970-01-01 00:28:08.463720,30944.15,30975.99,30944.14,30972.33,32.86736,1970-01-01 00:28:08.463779999,1017672.1324906,673,16.02716,496167.5458148,0,2023-07-04 11:37:44.037541,1
2023-07-04 09:41:00,1970-01-01 00:28:08.463660,30953.88,30953.88,30944.14,30944.15,9.74369,1970-01-01 00:28:08.463719999,301537.6625193,464,4.77406,147741.2497182,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:40:00,1970-01-01 00:28:08.463600,30959.99,30959.99,30953.87,30953.87,14.97653,1970-01-01 00:28:08.463659999,463611.3926414,376,9.59332,296958.200787,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:39:00,1970-01-01 00:28:08.463540,30947.23,30959.99,30940.83,30959.99,53.03956,1970-01-01 00:28:08.463599999,1641325.3736536,808,39.18436,1212569.9829726,0,2023-07-04 11:37:44.037541,1
2023-07-04 09:38:00,1970-01-01 00:28:08.463480,30994.0,30994.01,30947.22,30947.23,107.48401,1970-01-01 00:28:08.463539999,3328837.8115982,1293,19.31697,598201.3309937,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:37:00,1970-01-01 00:28:08.463420,31002.84,31002.84,30994.0,30994.01,14.09192,1970-01-01 00:28:08.463479999,436840.5117591,439,1.51141,46851.431745,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:36:00,1970-01-01 00:28:08.463360,31005.07,31005.08,31002.83,31002.84,6.93737,1970-01-01 00:28:08.463419999,215081.4477949,325,1.86276,57751.0893078,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:35:00,1970-01-01 00:28:08.463300,31005.41,31006.1,31002.99,31005.08,9.9012,1970-01-01 00:28:08.463359999,306984.1612775,379,5.59157,173360.1341418,0,2023-07-04 11:37:44.037541,0
2023-07-04 09:34:00,1970-01-01 00:28:08.463240,31012.66,31012.67,31005.4,31005.41,27.05988,1970-01-01 00:28:08.463299999,839149.7549706,406,3.55106,110115.1740877,0,2023-07-04 11:37:44.037541,0
