utc_datetime,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,updated_at,price_increase
2023-07-04 07:39:00,1970-01-01 00:28:08.456340,31006.04,31006.04,31005.66,31005.67,5.97586,1970-01-01 00:28:08.456399999,185286.4741946,252,1.06698,33082.6449948,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:38:00,1970-01-01 00:28:08.456280,31006.28,31006.28,31006.03,31006.04,7.7513,1970-01-01 00:28:08.456339999,240338.7972698,256,1.7482,54205.0963023,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:37:00,1970-01-01 00:28:08.456220,31010.51,31010.52,31006.27,31006.27,7.99392,1970-01-01 00:28:08.456279999,247877.3364256,299,2.81619,87324.9008774,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:36:00,1970-01-01 00:28:08.456160,31006.03,31010.52,31006.02,31010.51,10.77714,1970-01-01 00:28:08.456219999,334199.483001,364,3.68883,114387.4093783,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:35:00,1970-01-01 00:28:08.456100,31006.03,31006.03,31001.59,31006.02,21.60212,1970-01-01 00:28:08.456159999,669762.4727704,510,3.54099,109785.6524055,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:34:00,1970-01-01 00:28:08.456040,31010.02,31010.02,31006.02,31006.03,6.47923,1970-01-01 00:28:08.456099999,200910.5262306,288,0.30753,9536.0341098,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:33:00,1970-01-01 00:28:08.455980,31014.4,31014.4,31010.01,31010.01,8.16099,1970-01-01 00:28:08.456039999,253098.2935471,312,2.43028,75372.6527906,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:32:00,1970-01-01 00:28:08.455920,31010.06,31017.41,31010.06,31014.39,11.70218,1970-01-01 00:28:08.455979999,362943.3932628,403,7.11634,220710.7218757,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:31:00,1970-01-01 00:28:08.455860,31010.0,31010.07,31010.0,31010.06,10.77391,1970-01-01 00:28:08.455919999,334099.0165379,377,5.77143,178972.1065395,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:30:00,1970-01-01 00:28:08.455800,31020.95,31020.96,31010.0,31010.01,32.11313,1970-01-01 00:28:08.455859999,996020.4092433,673,3.78826,117492.6601961,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:29:00,1970-01-01 00:28:08.455740,31026.61,31026.61,31020.93,31020.96,13.82119,1970-01-01 00:28:08.455799999,428809.2320146,443,4.41923,137111.4463421,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:28:00,1970-01-01 00:28:08.455680,31028.46,31028.47,31026.6,31026.6,3.59291,1970-01-01 00:28:08.455739999,111476.5745546,227,1.99154,61790.8136714,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:27:00,1970-01-01 00:28:08.455620,31031.48,31031.49,31028.46,31028.47,17.02773,1970-01-01 00:28:08.455679999,528393.3149507,323,2.37158,73593.1270422,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:26:00,1970-01-01 00:28:08.455560,31014.19,31031.49,31014.19,31031.48,9.85171,1970-01-01 00:28:08.455619999,305633.2403174,456,6.0398,187389.3765298,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:25:00,1970-01-01 00:28:08.455500,31021.22,31021.22,31014.19,31014.19,17.10479,1970-01-01 00:28:08.455559999,530592.7638687,478,2.66363,82620.2360964,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:24:00,1970-01-01 00:28:08.455440,31027.31,31027.32,31021.21,31021.22,9.32073,1970-01-01 00:28:08.455499999,289172.6328231,362,2.26958,70410.2896156,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:23:00,1970-01-01 00:28:08.455380,31032.03,31032.03,31027.31,31027.32,10.48775,1970-01-01 00:28:08.455439999,325441.4729602,350,2.99687,92993.3079834,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:22:00,1970-01-01 00:28:08.455320,31025.84,31032.35,31025.83,31032.02,11.77125,1970-01-01 00:28:08.455379999,365281.533076,452,4.37478,135752.6673873,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:21:00,1970-01-01 00:28:08.455260,31018.57,31025.84,31018.57,31025.83,8.62045,1970-01-01 00:28:08.455319999,267416.3127501,402,7.74633,240299.9487761,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:20:00,1970-01-01 00:28:08.455200,31018.58,31018.58,31018.57,31018.57,6.90303,1970-01-01 00:28:08.455259999,214122.1562993,293,3.70322,114868.6258276,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:19:00,1970-01-01 00:28:08.455140,31018.18,31018.58,31018.18,31018.57,15.68549,1970-01-01 00:28:08.455199999,486541.3042602,277,14.2183,441031.1850506,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:18:00,1970-01-01 00:28:08.455080,31014.03,31018.19,31014.02,31018.18,7.62893,1970-01-01 00:28:08.455139999,236612.9221225,423,5.88018,182375.9783783,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:17:00,1970-01-01 00:28:08.455020,31011.48,31014.03,31011.48,31014.03,11.30236,1970-01-01 00:28:08.455079999,350524.675078,371,9.58796,297355.2897973,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:16:00,1970-01-01 00:28:08.454960,30999.99,31011.49,30999.99,31011.48,14.59725,1970-01-01 00:28:08.455019999,452593.1474124,423,13.4138,415899.6074589,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:15:00,1970-01-01 00:28:08.454900,30999.99,31000.0,30999.99,31000.0,3.91125,1970-01-01 00:28:08.454959999,121248.7337209,254,2.28334,70783.54,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:14:00,1970-01-01 00:28:08.454840,31000.0,31000.0,30999.99,31000.0,3.74961,1970-01-01 00:28:08.454899999,116237.9025843,263,3.00804,93249.24,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:13:00,1970-01-01 00:28:08.454780,31000.0,31000.0,30999.99,30999.99,6.74599,1970-01-01 00:28:08.454839999,209125.6842682,276,6.17281,191357.11,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:12:00,1970-01-01 00:28:08.454720,30999.99,31000.0,30999.99,31000.0,2.67481,1970-01-01 00:28:08.454779999,82919.0924886,205,0.92367,28633.77,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:11:00,1970-01-01 00:28:08.454660,30999.99,31000.0,30999.99,31000.0,11.28089,1970-01-01 00:28:08.454719999,349707.5430765,323,6.58854,204244.74,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:10:00,1970-01-01 00:28:08.454600,30999.99,31000.0,30999.99,31000.0,4.21785,1970-01-01 00:28:08.454659999,130753.3339177,318,2.60962,80898.22,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:09:00,1970-01-01 00:28:08.454540,30994.33,31000.0,30994.32,30999.99,22.96016,1970-01-01 00:28:08.454599999,711688.0209531,455,20.70114,641663.4641227,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:08:00,1970-01-01 00:28:08.454480,30994.32,30994.33,30994.32,30994.32,4.89786,1970-01-01 00:28:08.454539999,151805.8580554,330,1.79002,55480.4705866,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:07:00,1970-01-01 00:28:08.454420,30995.54,30995.55,30994.32,30994.32,6.85692,1970-01-01 00:28:08.454479999,212530.9322843,245,1.0143,31438.5806608,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:06:00,1970-01-01 00:28:08.454360,30993.99,30995.55,30993.99,30995.55,8.45687,1970-01-01 00:28:08.454419999,262117.9638393,334,7.44442,230736.8503868,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:05:00,1970-01-01 00:28:08.454300,30984.0,30994.0,30983.99,30994.0,19.6324,1970-01-01 00:28:08.454359999,608389.8047151,394,14.17304,439185.1361843,0,2023-07-04 11:37:44.037541,1
2023-07-04 07:04:00,1970-01-01 00:28:08.454240,30988.81,30988.82,30983.99,30984.0,20.13642,1970-01-01 00:28:08.454299999,623961.6890241,493,5.61204,173897.1769176,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:03:00,1970-01-01 00:28:08.454180,30989.0,30991.74,30988.81,30988.81,16.05277,1970-01-01 00:28:08.454239999,497474.9973284,399,9.14497,283397.2785646,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:02:00,1970-01-01 00:28:08.454120,30995.98,30995.99,30987.0,30988.99,11.16797,1970-01-01 00:28:08.454179999,346099.8202643,451,3.32162,102930.7844293,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:01:00,1970-01-01 00:28:08.454060,30995.99,30995.99,30995.98,30995.99,3.72685,1970-01-01 00:28:08.454119999,115517.3799247,289,1.18617,36766.5134583,0,2023-07-04 11:37:44.037541,0
2023-07-04 07:00:00,1970-01-01 00:28:08.454000,30999.55,30999.56,30995.62,30995.98,7.81581,1970-01-01 00:28:08.454059999,242265.5014846,453,4.14788,128566.746944,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:59:00,1970-01-01 00:28:08.453940,30999.56,30999.56,30999.55,30999.55,5.41935,1970-01-01 00:28:08.453999999,167997.4334336,339,2.21411,68636.4357916,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:58:00,1970-01-01 00:28:08.453880,30996.0,30999.56,30995.99,30999.56,13.28371,1970-01-01 00:28:08.453939999,411764.8677947,387,11.39232,353134.5918718,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:57:00,1970-01-01 00:28:08.453820,30991.52,30996.0,30991.51,30996.0,9.36177,1970-01-01 00:28:08.453879999,290137.6254637,365,3.8321,118762.952782,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:56:00,1970-01-01 00:28:08.453760,30996.2,30996.21,30991.51,30991.52,10.39903,1970-01-01 00:28:08.453819999,322308.5865213,394,5.55059,172035.8243299,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:55:00,1970-01-01 00:28:08.453700,30998.0,30998.0,30996.2,30996.21,5.5171,1970-01-01 00:28:08.453759999,171018.0969134,370,3.02802,93862.2574941,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:54:00,1970-01-01 00:28:08.453640,30989.48,30998.0,30989.48,30998.0,12.14618,1970-01-01 00:28:08.453699999,376460.2445378,468,8.51741,263979.0201527,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:53:00,1970-01-01 00:28:08.453580,30997.99,30998.0,30989.48,30989.49,13.78185,1970-01-01 00:28:08.453639999,427120.5284242,462,1.06157,32900.3110416,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:52:00,1970-01-01 00:28:08.453520,30990.97,30998.0,30990.96,30998.0,22.81013,1970-01-01 00:28:08.453579999,706964.6696121,417,10.26296,318095.0953725,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:51:00,1970-01-01 00:28:08.453460,30998.0,30998.0,30990.0,30990.96,12.1784,1970-01-01 00:28:08.453519999,377480.6801402,514,6.94413,215237.6193763,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:50:00,1970-01-01 00:28:08.453400,31004.8,31004.81,30995.0,30998.0,21.79572,1970-01-01 00:28:08.453459999,675644.0861979,703,4.27104,132391.0876329,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:49:00,1970-01-01 00:28:08.453340,31010.68,31012.63,31004.8,31004.8,14.6005,1970-01-01 00:28:08.453399999,452757.9812869,368,8.05199,249695.5848695,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:48:00,1970-01-01 00:28:08.453280,31012.81,31012.82,31010.67,31010.68,3.21836,1970-01-01 00:28:08.453339999,99806.1513821,316,1.32273,41019.4818907,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:47:00,1970-01-01 00:28:08.453220,31010.38,31012.82,31010.37,31012.81,4.51739,1970-01-01 00:28:08.453279999,140095.47627,304,1.77708,55110.9038003,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:46:00,1970-01-01 00:28:08.453160,31010.38,31010.39,31006.4,31010.37,10.66589,1970-01-01 00:28:08.453219999,330736.5177293,427,1.74414,54082.5132053,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:45:00,1970-01-01 00:28:08.453100,31018.29,31019.21,31010.38,31010.39,15.4537,1970-01-01 00:28:08.453159999,479323.6863761,466,6.13691,190348.1137358,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:44:00,1970-01-01 00:28:08.453040,31013.78,31018.3,31013.77,31018.3,11.11561,1970-01-01 00:28:08.453099999,344768.1115617,399,3.97356,123243.0390498,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:43:00,1970-01-01 00:28:08.452980,31014.16,31014.17,31013.77,31013.78,5.78086,1970-01-01 00:28:08.453039999,179286.4279679,379,3.28024,101732.7054137,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:42:00,1970-01-01 00:28:08.452920,31019.98,31019.99,31014.16,31014.17,23.2518,1970-01-01 00:28:08.452979999,721230.1276118,497,6.58311,204197.8911602,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:41:00,1970-01-01 00:28:08.452860,31009.86,31019.99,31009.85,31019.98,37.99882,1970-01-01 00:28:08.452919999,1178506.3921256,875,11.42551,354360.1731148,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:40:00,1970-01-01 00:28:08.452800,31012.48,31012.48,31009.85,31009.86,12.40304,1970-01-01 00:28:08.452859999,384619.5783377,389,6.42059,199102.4985571,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:39:00,1970-01-01 00:28:08.452740,31021.49,31021.49,31012.48,31012.49,15.5092,1970-01-01 00:28:08.452799999,481056.9881027,590,1.61195,49997.4360788,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:38:00,1970-01-01 00:28:08.452680,31013.43,31021.49,31013.43,31021.49,30.76542,1970-01-01 00:28:08.452739999,954324.9364998,485,17.7742,551319.7401839,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:37:00,1970-01-01 00:28:08.452620,31013.93,31013.94,31013.43,31013.43,6.51589,1970-01-01 00:28:08.452679999,202081.4089099,475,1.87462,58138.5955608,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:36:00,1970-01-01 00:28:08.452560,31024.01,31024.01,31013.93,31013.94,20.61522,1970-01-01 00:28:08.452619999,639460.2560506,553,1.85551,57554.2337321,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:35:00,1970-01-01 00:28:08.452500,31024.01,31024.01,31024.0,31024.0,8.32613,1970-01-01 00:28:08.452559999,258309.8865813,384,2.94613,91400.7665813,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:34:00,1970-01-01 00:28:08.452440,31026.52,31026.52,31024.0,31024.01,30.00926,1970-01-01 00:28:08.452499999,931078.1157994,450,2.3477,72840.6366869,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:33:00,1970-01-01 00:28:08.452380,31026.51,31026.52,31026.51,31026.52,4.61831,1970-01-01 00:28:08.452439999,143290.0541861,336,1.2788,39676.713776,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:32:00,1970-01-01 00:28:08.452320,31032.0,31032.0,31024.96,31026.51,29.10334,1970-01-01 00:28:08.452379999,903056.7287585,538,3.71177,115164.9719815,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:31:00,1970-01-01 00:28:08.452260,31028.64,31032.0,31024.97,31031.99,21.09682,1970-01-01 00:28:08.452319999,654591.8234617,499,10.75173,333597.8288629,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:30:00,1970-01-01 00:28:08.452200,31047.02,31047.03,31028.64,31028.65,30.75086,1970-01-01 00:28:08.452259999,954487.6647168,734,9.02736,280201.522096,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:29:00,1970-01-01 00:28:08.452140,31048.0,31048.01,31047.02,31047.03,5.51639,1970-01-01 00:28:08.452199999,171270.4641242,430,2.01755,62640.2611989,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:28:00,1970-01-01 00:28:08.452080,31048.81,31052.91,31048.0,31048.01,18.12359,1970-01-01 00:28:08.452139999,562762.8722461,533,7.40276,229862.7240112,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:27:00,1970-01-01 00:28:08.452020,31038.01,31048.81,31038.01,31048.81,16.82039,1970-01-01 00:28:08.452079999,522163.4398591,689,12.3879,384547.0304763,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:26:00,1970-01-01 00:28:08.451960,31033.98,31041.55,31033.98,31038.02,17.66462,1970-01-01 00:28:08.452019999,548240.5957239,565,11.78711,365817.1080219,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:25:00,1970-01-01 00:28:08.451900,31023.77,31037.39,31023.76,31033.98,53.7337,1970-01-01 00:28:08.451959999,1667432.5175454,613,46.59178,1445793.4986973,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:24:00,1970-01-01 00:28:08.451840,31022.66,31023.77,31022.66,31023.77,6.43525,1970-01-01 00:28:08.451899999,199643.3403619,315,4.98069,154517.5389373,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:23:00,1970-01-01 00:28:08.451780,31024.0,31025.42,31022.66,31022.66,12.38216,1970-01-01 00:28:08.451839999,384146.2765359,451,5.56512,172649.8215587,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:22:00,1970-01-01 00:28:08.451720,31014.01,31024.0,31009.84,31023.99,22.27367,1970-01-01 00:28:08.451779999,690830.4739974,786,13.53975,419954.7690794,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:21:00,1970-01-01 00:28:08.451660,31018.0,31021.93,31014.0,31014.0,20.37335,1970-01-01 00:28:08.451719999,631982.2144306,655,11.01683,341739.1334612,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:20:00,1970-01-01 00:28:08.451600,31020.0,31020.11,31018.0,31018.0,17.33869,1970-01-01 00:28:08.451659999,537841.3843307,577,12.30865,381809.8120883,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:19:00,1970-01-01 00:28:08.451540,31006.17,31020.01,31006.17,31020.01,15.10821,1970-01-01 00:28:08.451599999,468591.1101749,499,11.25745,349147.6453316,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:18:00,1970-01-01 00:28:08.451480,31006.45,31006.45,31006.17,31006.18,10.13933,1970-01-01 00:28:08.451539999,314382.5795659,465,4.50426,139660.0460401,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:17:00,1970-01-01 00:28:08.451420,31022.01,31022.01,31006.44,31006.44,15.84461,1970-01-01 00:28:08.451479999,491404.7576463,437,4.37995,135832.65567,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:16:00,1970-01-01 00:28:08.451360,31012.2,31040.73,31012.2,31022.01,24.55765,1970-01-01 00:28:08.451419999,761926.0659467,918,16.206,502794.3796327,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:15:00,1970-01-01 00:28:08.451300,31014.75,31018.0,31010.44,31012.21,18.94589,1970-01-01 00:28:08.451359999,587586.4904812,537,8.28564,256952.9905948,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:14:00,1970-01-01 00:28:08.451240,31002.52,31014.75,30998.88,31014.75,19.74924,1970-01-01 00:28:08.451299999,612263.7701805,644,13.36896,414471.4068489,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:13:00,1970-01-01 00:28:08.451180,30989.04,31008.86,30986.47,31002.53,42.68479,1970-01-01 00:28:08.451239999,1323195.3146815,964,33.7314,1045633.6890772,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:12:00,1970-01-01 00:28:08.451120,30972.41,30991.93,30972.41,30989.03,24.98295,1970-01-01 00:28:08.451179999,774081.6883295,710,13.89976,430622.5938183,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:11:00,1970-01-01 00:28:08.451060,30974.32,30980.0,30967.37,30972.41,25.98986,1970-01-01 00:28:08.451119999,805047.7251793,654,11.68919,362076.1785743,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:10:00,1970-01-01 00:28:08.451000,30947.76,30976.0,30945.41,30974.32,85.87797,1970-01-01 00:28:08.451059999,2659281.9303602,1152,40.96285,1268269.2071464,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:09:00,1970-01-01 00:28:08.450940,30903.23,30976.36,30899.99,30947.25,85.83221,1970-01-01 00:28:08.450999999,2654899.388654,1400,64.46284,1994088.434123,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:08:00,1970-01-01 00:28:08.450880,30909.99,30910.0,30890.8,30903.23,48.89672,1970-01-01 00:28:08.450939999,1511063.9960271,892,19.00452,587253.1266803,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:07:00,1970-01-01 00:28:08.450820,30921.99,30923.34,30909.31,30909.99,76.80508,1970-01-01 00:28:08.450879999,2374459.852463,952,13.85843,428426.0480137,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:06:00,1970-01-01 00:28:08.450760,30939.02,30940.01,30920.87,30921.99,68.84311,1970-01-01 00:28:08.450819999,2129558.233148,804,10.54018,326065.0019158,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:05:00,1970-01-01 00:28:08.450700,30906.0,30941.14,30879.29,30939.01,185.15818,1970-01-01 00:28:08.450759999,5722906.5476649,2086,60.07544,1856868.0349207,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:04:00,1970-01-01 00:28:08.450640,30929.99,30930.0,30884.0,30906.0,345.96344,1970-01-01 00:28:08.450699999,10691602.3399257,4258,91.04324,2813241.6263956,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:03:00,1970-01-01 00:28:08.450580,30930.06,30934.0,30928.97,30930.0,101.2003,1970-01-01 00:28:08.450639999,3130276.1958002,1003,27.72353,857505.2040527,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:02:00,1970-01-01 00:28:08.450520,30930.0,30946.21,30927.1,30930.06,189.95061,1970-01-01 00:28:08.450579999,5876088.2188475,1621,47.25564,1461780.1993365,0,2023-07-04 11:37:44.037541,1
2023-07-04 06:01:00,1970-01-01 00:28:08.450460,30944.95,30948.95,30927.12,30930.0,234.76813,1970-01-01 00:28:08.450519999,7262756.0133384,2258,69.27299,2142777.657727,0,2023-07-04 11:37:44.037541,0
2023-07-04 06:00:00,1970-01-01 00:28:08.450400,30972.7,30972.7,30929.98,30944.95,368.36743,1970-01-01 00:28:08.450459999,11400155.4176737,4179,96.01379,2971441.7959139,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:59:00,1970-01-01 00:28:08.450340,30983.79,30987.92,30972.69,30972.7,43.43691,1970-01-01 00:28:08.450399999,1345827.5519892,889,14.72304,456154.1067874,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:58:00,1970-01-01 00:28:08.450280,30989.08,30989.09,30983.79,30983.8,19.45403,1970-01-01 00:28:08.450339999,602792.2405526,389,1.6979,52608.0076486,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:57:00,1970-01-01 00:28:08.450220,31008.69,31008.87,30989.08,30989.08,22.46517,1970-01-01 00:28:08.450279999,696363.2401582,642,6.6027,204661.1664579,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:56:00,1970-01-01 00:28:08.450160,31003.02,31008.69,31003.02,31008.69,6.70441,1970-01-01 00:28:08.450219999,207871.4131684,335,5.02447,155785.8259616,0,2023-07-04 11:37:44.037541,1
2023-07-04 05:55:00,1970-01-01 00:28:08.450100,31010.02,31015.87,31003.02,31003.02,17.73062,1970-01-01 00:28:08.450159999,549846.389436,610,4.97623,154313.137258,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:54:00,1970-01-01 00:28:08.450040,31010.02,31010.02,31010.01,31010.01,9.75968,1970-01-01 00:28:08.450099999,302647.8200277,325,4.56309,141501.5121618,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:53:00,1970-01-01 00:28:08.449980,31014.25,31015.67,31010.0,31010.01,15.89471,1970-01-01 00:28:08.450039999,492966.5481075,451,6.99126,216828.4109704,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:52:00,1970-01-01 00:28:08.449920,31030.0,31030.0,31014.25,31014.26,25.65811,1970-01-01 00:28:08.449979999,796051.3156186,586,7.48967,232381.5497292,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:51:00,1970-01-01 00:28:08.449860,31014.78,31030.0,31010.0,31029.99,30.27368,1970-01-01 00:28:08.449919999,938980.6956489,673,24.68377,765608.8546925,0,2023-07-04 11:37:44.037541,1
2023-07-04 05:50:00,1970-01-01 00:28:08.449800,31015.07,31025.64,31014.77,31014.77,31.16258,1970-01-01 00:28:08.449859999,966664.1555097,621,12.59692,390713.9841393,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:49:00,1970-01-01 00:28:08.449740,31011.99,31015.07,31011.99,31015.06,8.54311,1970-01-01 00:28:08.449799999,264959.917753,549,6.32388,196131.1764645,0,2023-07-04 11:37:44.037541,1
2023-07-04 05:48:00,1970-01-01 00:28:08.449680,31013.32,31019.36,31010.01,31011.99,19.74666,1970-01-01 00:28:08.449739999,612405.4723634,560,8.60019,266711.3977173,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:47:00,1970-01-01 00:28:08.449620,31007.36,31013.32,30992.41,31013.32,14.33879,1970-01-01 00:28:08.449679999,444566.6212107,747,4.93369,152966.1964059,0,2023-07-04 11:37:44.037541,1
2023-07-04 05:46:00,1970-01-01 00:28:08.449560,31009.87,31009.88,30973.01,31007.35,144.52243,1970-01-01 00:28:08.449619999,4478597.7624751,2544,73.18583,2267821.4492468,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:45:00,1970-01-01 00:28:08.449500,31015.03,31024.0,31008.0,31009.88,38.26048,1970-01-01 00:28:08.449559999,1186692.0037828,824,10.78399,334451.7275336,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:44:00,1970-01-01 00:28:08.449440,31043.99,31044.0,31012.0,31015.04,45.08731,1970-01-01 00:28:08.449499999,1399084.2311803,1112,7.63984,237028.167971,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:43:00,1970-01-01 00:28:08.449380,31053.65,31053.66,31038.43,31043.99,22.00022,1970-01-01 00:28:08.449439999,683046.6166569,664,4.07718,126569.0075843,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:42:00,1970-01-01 00:28:08.449320,31058.0,31058.01,31053.65,31053.66,11.70495,1970-01-01 00:28:08.449379999,363486.9268188,338,3.92546,121900.4858698,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:41:00,1970-01-01 00:28:08.449260,31054.7,31061.03,31054.69,31058.0,35.91668,1970-01-01 00:28:08.449319999,1115548.2999968,558,10.50177,326146.228907,0,2023-07-04 11:37:44.037541,1
2023-07-04 05:40:00,1970-01-01 00:28:08.449200,31054.99,31055.0,31054.69,31054.7,11.10375,1970-01-01 00:28:08.449259999,344825.287063,379,5.83952,181344.913483,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:39:00,1970-01-01 00:28:08.449140,31053.88,31055.0,31053.88,31054.99,19.21172,1970-01-01 00:28:08.449199999,596614.9442315,449,4.34186,134835.261833,0,2023-07-04 11:37:44.037541,1
2023-07-04 05:38:00,1970-01-01 00:28:08.449080,31053.89,31053.89,31053.88,31053.89,3.36379,1970-01-01 00:28:08.449139999,104458.7512899,274,2.02847,62991.8842483,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:37:00,1970-01-01 00:28:08.449020,31055.88,31055.89,31049.52,31053.88,17.40663,1970-01-01 00:28:08.449079999,540522.2623964,400,5.14714,159833.5460593,0,2023-07-04 11:37:44.037541,0
2023-07-04 05:36:00,1970-01-01 00:28:08.448960,31064.78,31064.79,31055.88,31055.89,13.00498,1970-01-01 00:28:08.449019999,403946.189945,326,1.22534,38059.3090837,0,2023-07-04 11:37:44.037541,0
